what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426755995444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1426756015025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756019384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756028479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756031893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756033073
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426756033089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756033385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756034665
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1426756036568
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1426756036568
error,log,,,"Problems occurred when invoking code from plug-in: ""org.springframework.ide.eclipse.beans.core"".",1426756037067
error,log,,,"Internal Error",1426756037067
started,bundle,org.springframework.ide.eclipse.beans.ui.editor,3.1.0.201210040510-RELEASE,"org.springframework.ide.eclipse.beans.ui.editor",1426756037114
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1426756037300
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1426756042626
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1426756042642
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1426756042767
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1426756042767
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1426756042767
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1426756042767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426756049948
