what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427156910850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427156911225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427156911521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427156911942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427156912286
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1427156914516
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1427156921115
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1427156924344
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1427156925280
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.remove.block.comment",1427156926310
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1427156928995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156936109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156937825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156945426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156946721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1427156962916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156963696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1427156963711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156970439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156977770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156982187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156988353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156989820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427156995069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427156998829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157001440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1427157008119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157011208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157012228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157018526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157019995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1427157032731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427157038207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157039315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157040872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157041292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157049089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427157051860
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1427157053139
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1427157070207
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1427157070270
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1427157070317
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427157070395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157070987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427157071421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1427157077005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427157078253
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1427157078253
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427157081046
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1427157081077
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1427157081093
